feature,importance
bh_norm,0.2896161513777227
pcrvi_lag14,0.13958665844190948
cdr_norm,0.1023963759596804
pcrvi,0.08401118219279319
sst_anomaly,0.07854690894251112
oni_lag60,0.0608011194157249
pcrvi_lag7,0.05018371100329943
dmi_lag60,0.038887297818068906
doy_sin,0.036417671841448666
ta_norm,0.02124120706328036
bh_norm_lag7,0.020610183417716775
cdr_norm_lag14,0.016578898127026516
bh_norm_lag14,0.01168080252157398
sr_norm,0.009809462805358268
cdr_norm_lag7,0.009122542530742453
sr_norm_lag7,0.007713666214533893
ta_norm_lag14,0.006452240541609003
doy_cos,0.0042664598385908905
sr_norm_lag14,0.0037130349370732966
ta_norm_lag7,0.003230233309520613
wq_norm,0.0017346797581505305
la_norm_lag14,0.0009370122923743219
wq_norm_lag14,0.0006936106737879964
la_norm,0.0006800728350236296
wq_norm_lag7,0.0006642549603381291
la_norm_lag7,0.000424561180140421
