Model,mae,rmse,r2,bl_f1,bl_precision,bl_recall
Ensemble-pCRVI-30d,0.5102572922664905,1.1670993853483882,0.7242018008093853,0.7627906976744186,0.8241206030150754,0.70995670995671
Ensemble-pCRVI-60d,0.5865444772789762,1.4551530795345897,0.5724683621284897,0.42857142857142855,0.7582417582417582,0.2987012987012987
