feature,importance
doy_sin,0.50925124
pcrvi,0.1299684
bh_norm,0.07175267
oni_lag60,0.05087989
cdr_norm,0.042093888
sr_norm,0.03151556
bh_norm_lag14,0.026785383
pcrvi_lag7,0.025955234
bh_norm_lag7,0.019885221
sst_anomaly,0.015838204
cdr_norm_lag14,0.015596611
dmi_lag60,0.014837071
ta_norm,0.009033448
sr_norm_lag7,0.0057915556
pcrvi_lag14,0.005122982
ta_norm_lag7,0.0045709847
cdr_norm_lag7,0.0042686835
ta_norm_lag14,0.003400087
la_norm_lag14,0.003202245
la_norm_lag7,0.0022515585
doy_cos,0.0017455834
wq_norm,0.0016719061
la_norm,0.0016073041
sr_norm_lag14,0.0014555232
wq_norm_lag14,0.0012625194
wq_norm_lag7,0.00025618044
