smiles,median_value_nM,activity_label,molecule_chembl_id,n_measurements,source_type
C(=C/c1nc2cc3ccccc3cc2[nH]1)\c1ccccc1,93000.0,0,CHEMBL3400505,3,MIC
C(=C1/OCc2ccccc21)\c1ncnc2c1ncn2Cc1ccccc1,18375.19682172974,0,CHEMBL595336,1,MIC
C(=C1\OCc2ccccc21)\c1ncnc2c1ncn2Cc1ccccc1,18375.19682172974,0,CHEMBL594645,1,MIC
C(=C1c2ccccc2-c2ccccc21)[C@@H]1CCCN2CCCC[C@H]12,492.4629497186778,1,CHEMBL3344512,2,MIC
C(=N/Nc1nc(-c2ccccc2)cs1)\c1ccc(-n2ccnc2)cc1,72460.0,0,CHEMBL3236023,1,MIC
C(=N/Nc1nc(-c2ccccc2)cs1)\c1ccc(-n2cncn2)cc1,72250.0,0,CHEMBL3236031,1,MIC
C(=N/Nc1ncnc2sc3c(c12)CCCC3)\c1ccc[nH]1,20800.0,0,CHEMBL1092261,1,MIC
C(=N/Nc1ncnc2sc3c(c12)CCCC3)\c1ccccc1,75900.0,0,CHEMBL1093232,1,MIC
C(=N/Nc1ncnc2sc3c(c12)CCCC3)\c1ccccn1,145100.0,0,CHEMBL1090250,1,MIC
C(=N/Nc1ncnc2sc3c(c12)CCCC3)\c1ccco1,24800.0,0,CHEMBL1093905,2,MIC
C(=N\Nc1nc2ccccc2s1)\c1ccc(Oc2ccccc2)cc1,36772.633921514374,0,CHEMBL1933312,1,MIC
C(\SC1CCCCC1)=C(/c1ccccc1)n1cc(SC2CCCCC2)c(-c2ccccc2)n1,26359.277226341685,0,CHEMBL1289290,1,MIC
C(\SC1CCCCC1)=C(\c1ccccc1)n1cc(SC2CCCCC2)c(-c2ccccc2)n1,13179.638613170842,0,CHEMBL1290388,1,MIC
C/C(=C/C(=O)c1ccccc1)NNC(=O)c1ccncc1,11130.0,0,CHEMBL1088087,1,MIC
C/C(=C\C/C(=C\Cl)Cc1ccccc1)C(=O)N[C@H](C(=O)N1CCC[C@H]1c1nccs1)C(C)C,8450.291273859099,1,CHEMBL4212507,1,MIC
C/C(=C\C1OC(C)(C)O[C@@H]1[C@H](C)C1=CC[C@@]2(C)C[C@@H]3[C@H](C)CC[C@@H]3/C(C(=O)O)=C\C[C@H]12)C(=O)O,423475.3662442057,0,CHEMBL293560,1,MIC
C/C(=C\C=N\O)CCCC(C)CCCC(C)CCCC(C)C,80826.8483468934,0,CHEMBL593016,1,MIC
C/C(=C\C=O)CCCC(C)CCCC(C)CCCC(C)C,169899.1302335599,0,CHEMBL593774,1,MIC
C/C(=C\CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CCC=C(CO)CO)CCC=C(CO)CO,21080.550656686682,0,CHEMBL498335,1,MIC
C/C(=C\CC[C@@H](C)[C@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CCC(=O)C(C)(C)[C@@H]1C[C@H]3O)C(=O)O,6654.765904830829,1,CHEMBL4128746,1,MIC
