feature,importance
pcrvi_lag14,0.33043911338469495
pcrvi_lag7,0.2546468762603683
doy_cos,0.09476459507435947
sst_anomaly,0.07590378549114976
oni_lag60,0.05346953753293588
pcrvi,0.04322041556994429
sr_norm_lag14,0.0237817772208547
cdr_norm,0.02332204957847741
cdr_norm_lag14,0.017592016402953013
bh_norm,0.016457848179712076
sr_norm,0.011535117417935831
dmi_lag60,0.010148533053588071
bh_norm_lag14,0.010061825473432871
cdr_norm_lag7,0.009458055483839357
bh_norm_lag7,0.00730995095595892
doy_sin,0.004608214820475554
ta_norm,0.004193822296913648
ta_norm_lag14,0.004126753659335258
ta_norm_lag7,0.0012994502209695282
sr_norm_lag7,0.0012284530045842041
la_norm,0.0011797396944630168
la_norm_lag14,0.00036864807094543666
wq_norm,0.00035272841092144326
la_norm_lag7,0.0002482765863126256
wq_norm_lag7,0.00014797700768717269
wq_norm_lag14,0.0001344391471871537
