feature,importance
pcrvi,0.3029819593847782
sr_norm,0.22973401190726106
oni_lag60,0.20280867315349235
doy_sin,0.1211944959990586
cdr_norm_lag14,0.034274760765486585
pcrvi_lag14,0.019822843475980144
cdr_norm_lag7,0.015474729011643451
dmi_lag60,0.014790113843539763
cdr_norm,0.012682220940846091
pcrvi_lag7,0.009025927642570321
bh_norm,0.008541187688397239
bh_norm_lag14,0.005665226747100425
ta_norm_lag14,0.004144096476279157
sst_anomaly,0.003728219458808759
ta_norm_lag7,0.0030815088370319274
bh_norm_lag7,0.0028883156768129783
doy_cos,0.0025382864877608554
ta_norm,0.002226649914904917
sr_norm_lag7,0.0016195190827556995
sr_norm_lag14,0.0007319564714507657
la_norm_lag14,0.0005238417260890612
la_norm,0.0005023477795011923
wq_norm_lag14,0.00047736847253193935
la_norm_lag7,0.0003536558831670902
wq_norm,0.0001037414087834164
wq_norm_lag7,8.434176396807921e-05
