feature,importance,display_name
pcrvi_lag7,0.33218786057407124,Coral Reef Vulnerability Index (7-day lag) (pCRVI_L7)
pcrvi_lag14,0.21930385340921418,Coral Reef Vulnerability Index (14-day lag) (pCRVI_L14)
pcrvi,0.18134022025638669,Coral Reef Vulnerability Index (pCRVI)
sst_anomaly,0.03998841130056572,SST Anomaly (SSTA)
dmi_lag60,0.03412725033645323,Indian Ocean Dipole (60-day lag) (DMI_L60)
oni_lag60,0.03203843371037832,El Niño Index (60-day lag) (ONI_L60)
cdr_norm,0.029447439102925667,Climate Driver Response (CDR)
ta_norm,0.023430856890516213,Thermal Anomaly (TA)
doy_cos,0.023269273034969118,Seasonal Cycle (cosine) (DoY_cos)
bh_norm_lag7,0.015592146042200276,Population Vulnerability (7-day lag) (BH_L7)
cdr_norm_lag14,0.01367366549870358,Climate Driver Response (14-day lag) (CDR_L14)
bh_norm,0.011311604284675758,Population Vulnerability (BH)
sr_norm_lag14,0.0089475343663123,Seasonal Bleaching Risk (14-day lag) (SR_L14)
bh_norm_lag14,0.008100510228460122,Population Vulnerability (14-day lag) (BH_L14)
doy_sin,0.008096967259784964,Seasonal Cycle (sine) (DoY_sin)
sr_norm,0.006636112962170138,Seasonal Bleaching Risk (SR)
cdr_norm_lag7,0.005280421400875762,Climate Driver Response (7-day lag) (CDR_L7)
ta_norm_lag14,0.0026777545813684873,Thermal Anomaly (14-day lag) (TA_L14)
sr_norm_lag7,0.0018732269809572117,Seasonal Bleaching Risk (7-day lag) (SR_L7)
ta_norm_lag7,0.0014793359484473443,Thermal Anomaly (7-day lag) (TA_L7)
la_norm_lag7,0.00033923541906109915,Light Availability (7-day lag) (LA_L7)
la_norm,0.00021053754356623484,Light Availability (LA)
la_norm_lag14,0.00020268650334000478,Light Availability (14-day lag) (LA_L14)
wq_norm_lag14,0.000190521671918663,Water Quality Stress (14-day lag) (WQ_L14)
wq_norm,0.0001539732416373351,Water Quality Stress (WQ)
wq_norm_lag7,0.0001001674510405521,Water Quality Stress (7-day lag) (WQ_L7)
