Model,mae,rmse,r2,bl_f1,bl_precision,bl_recall
Ensemble-pCRVI-30d,0.626713152531496,1.2648837114137523,0.8582159718637694,0.8647140864714086,0.9597523219814241,0.7868020304568528
Ensemble-pCRVI-60d,0.7473778403646679,1.7687687355825794,0.7226778979685169,0.7138364779874214,0.9153225806451613,0.5850515463917526
