feature,importance
sr_norm,0.5106267
pcrvi_lag7,0.18139727
pcrvi,0.050237957
pcrvi_lag14,0.048707295
oni_lag60,0.031975098
bh_norm,0.028937742
bh_norm_lag14,0.025052948
cdr_norm_lag14,0.021359177
cdr_norm,0.013520622
dmi_lag60,0.013350166
doy_sin,0.013257897
bh_norm_lag7,0.01162433
sst_anomaly,0.011093431
cdr_norm_lag7,0.010317941
sr_norm_lag7,0.005706137
sr_norm_lag14,0.003997621
doy_cos,0.0038859667
ta_norm_lag14,0.003733817
ta_norm,0.0036704408
la_norm_lag14,0.002415896
ta_norm_lag7,0.0018767588
wq_norm_lag7,0.0010647184
la_norm_lag7,0.00091636425
la_norm,0.0005762862
wq_norm,0.00037976023
wq_norm_lag14,0.00031753196
