feature,importance,display_name
pcrvi_lag7,0.4020696758979174,Coral Reef Vulnerability Index (7-day lag) (pCRVI_L7)
bh_norm,0.16608010810837662,Population Vulnerability (BH)
pcrvi_lag14,0.135579211268841,Coral Reef Vulnerability Index (14-day lag) (pCRVI_L14)
oni_lag60,0.07063466785092934,El Niño Index (60-day lag) (ONI_L60)
sst_anomaly,0.05130060077130607,SST Anomaly (SSTA)
pcrvi,0.04374459780703428,Coral Reef Vulnerability Index (pCRVI)
dmi_lag60,0.025669237976089332,Indian Ocean Dipole (60-day lag) (DMI_L60)
ta_norm,0.021853315441548476,Thermal Anomaly (TA)
bh_norm_lag7,0.01838422064203728,Population Vulnerability (7-day lag) (BH_L7)
bh_norm_lag14,0.012274899488035054,Population Vulnerability (14-day lag) (BH_L14)
cdr_norm_lag14,0.011104225276591032,Climate Driver Response (14-day lag) (CDR_L14)
cdr_norm,0.010884999364764284,Climate Driver Response (CDR)
sr_norm,0.008781863623801662,Seasonal Bleaching Risk (SR)
doy_sin,0.008544493953962264,Seasonal Cycle (sine) (DoY_sin)
cdr_norm_lag7,0.0042689229120873385,Climate Driver Response (7-day lag) (CDR_L7)
ta_norm_lag14,0.0020469309889371134,Thermal Anomaly (14-day lag) (TA_L14)
doy_cos,0.0017330312339794178,Seasonal Cycle (cosine) (DoY_cos)
sr_norm_lag7,0.0016861239647542373,Seasonal Bleaching Risk (7-day lag) (SR_L7)
ta_norm_lag7,0.0008987314711407923,Thermal Anomaly (7-day lag) (TA_L7)
sr_norm_lag14,0.0006546320122375728,Seasonal Bleaching Risk (14-day lag) (SR_L14)
la_norm,0.00046574063703552136,Light Availability (LA)
la_norm_lag14,0.0003874214175680132,Light Availability (14-day lag) (LA_L14)
wq_norm_lag7,0.00036878993485113965,Water Quality Stress (7-day lag) (WQ_L7)
wq_norm,0.0003230749160670993,Water Quality Stress (WQ)
wq_norm_lag14,0.00013498357046335776,Water Quality Stress (14-day lag) (WQ_L14)
la_norm_lag7,0.00012549946964437425,Light Availability (7-day lag) (LA_L7)
