Model,mae,rmse,r2,bl_f1,bl_precision,bl_recall
Ensemble-pCRVI-30d,0.5715565238911016,1.1076286921512055,0.8004377956174321,0.7948243992606285,0.9033613445378151,0.7095709570957096
Ensemble-pCRVI-60d,0.558565250308791,1.3904983570250387,0.686292261488801,0.6049661399548534,0.9571428571428572,0.44224422442244227
