feature,importance
oni_lag60,0.353170197904763
doy_sin,0.15710420899145708
pcrvi,0.0944577824995456
sst_anomaly,0.08516793895326225
pcrvi_lag7,0.05588802364341086
bh_norm_lag14,0.039581284340748174
dmi_lag60,0.032559657691050584
bh_norm_lag7,0.025476449987355668
bh_norm,0.021483738439612328
cdr_norm,0.019314181172588096
cdr_norm_lag7,0.01879923241155806
ta_norm_lag14,0.014513973958272388
cdr_norm_lag14,0.013444171664965952
ta_norm_lag7,0.008613227621862622
doy_cos,0.008460384386600881
pcrvi_lag14,0.00785932924087389
ta_norm,0.0072913390319620745
sr_norm_lag14,0.007085206489308293
sr_norm,0.0067693038156613605
la_norm_lag14,0.006639891076055668
la_norm_lag7,0.005644684888607887
wq_norm_lag14,0.004038405600799189
sr_norm_lag7,0.0024575186296627487
wq_norm_lag7,0.0022291803553970767
la_norm,0.001718618983140868
wq_norm,0.000232068221477427
