feature,importance
pcrvi_lag14,0.3201874866208856
pcrvi_lag7,0.21137033537761163
sst_anomaly,0.08344803765649184
bh_norm,0.06828454466953651
pcrvi,0.062325042873054536
oni_lag60,0.058828366570702076
cdr_norm,0.03383734140150497
dmi_lag60,0.029596211781678535
sr_norm,0.01999868198010615
cdr_norm_lag14,0.019981869346443613
doy_sin,0.019682538422852846
bh_norm_lag14,0.018842438205271653
ta_norm,0.015309518066557932
bh_norm_lag7,0.011461641716828008
cdr_norm_lag7,0.010046001015947647
ta_norm_lag14,0.0047435388933790915
sr_norm_lag14,0.003927877865035909
doy_cos,0.0025478697816855157
sr_norm_lag7,0.0014285362619714235
ta_norm_lag7,0.0011504227812648127
la_norm_lag7,0.0008959092682424989
wq_norm_lag14,0.0005906772211749457
wq_norm,0.00042605959622836383
la_norm,0.00037461023781249696
wq_norm_lag7,0.0003591059161230444
la_norm_lag14,0.0003553364716084603
